Timestamp (seconds),system activated, Acceleration in X (Gs),Acceleration in Y (Gs), Altitude (meters),Acceleration in X filtered by KF (Gs),Acceleration in Y filtered by KF (Gs),Acceleration in Z filtered by KF (Gs),Roll (degrees),Pitch (degrees),Yaw (degrees),Event type,level
2.8,0,-0.06,0.074,-0.01,-0.076,0.059,-0.023,-1.676,-0.214,-0.593,0,0
2.9,0,-0.059,0.125,-0.018,-0.069,0.098,-0.017,-1.684,-0.217,-0.617,0,0
3.01,0,-0.045,0.122,-0.061,-0.053,0.11,-0.033,-1.688,-0.218,-0.642,0,0
3.1,0,-0.031,0.115,-0.054,-0.044,0.12,-0.05,-1.692,-0.221,-0.664,0,0
3.2,0,-0.031,0.151,-0.046,-0.036,0.125,-0.049,-1.698,-0.217,-0.687,0,0
3.31,0,-0.029,0.087,-0.036,-0.029,0.123,-0.04,-1.702,-0.211,-0.711,0,0
3.41,0,-0.049,0.154,-0.072,-0.034,0.12,-0.055,-1.706,-0.208,-0.736,0,0
3.52,0,-0.043,0.138,-0.091,-0.044,0.138,-0.078,-1.712,-0.204,-0.762,0,0
3.61,0,-0.045,0.163,-0.064,-0.042,0.148,-0.071,-1.719,-0.201,-0.789,0,0
3.72,0,-0.056,0.157,-0.077,-0.052,0.153,-0.072,-1.723,-0.203,-0.815,0,0
3.81,0,-0.024,0.14,-0.064,-0.045,0.15,-0.071,-1.718,-0.214,-0.84,0,0
3.91,0,-0.036,0.128,-0.07,-0.034,0.143,-0.07,-1.719,-0.22,-0.866,0,0
4.01,0,-0.031,0.146,-0.092,-0.033,0.144,-0.076,-1.724,-0.22,-0.894,0,0
4.11,0,-0.126,0.144,-0.126,-0.07,0.142,-0.101,-1.732,-0.218,-0.922,0,0
4.21,0,-0.048,0.201,-0.093,-0.081,0.159,-0.109,-1.741,-0.216,-0.949,0,0
4.31,0,-0.071,0.163,-0.089,-0.063,0.169,-0.092,-1.751,-0.214,-0.977,0,0
4.41,0,-0.079,0.198,-0.102,-0.069,0.182,-0.096,-1.758,-0.211,-1.004,0,0
4.51,0,-0.041,0.146,-0.106,-0.061,0.175,-0.107,-1.764,-0.206,-1.032,0,0
4.61,0,0.018,0.169,-0.09,-0.021,0.158,-0.095,-1.769,-0.202,-1.059,0,0
4.72,0,0.001,0.159,-0.123,-0.009,0.169,-0.101,-1.77,-0.198,-1.087,0,0
4.81,0,0.017,0.142,-0.134,0.005,0.157,-0.124,-1.77,-0.195,-1.112,0,0
4.92,0,-0.002,0.138,-0.13,0.005,0.146,-0.129,-1.772,-0.189,-1.136,0,0
5.01,0,-0.027,0.106,-0.116,-0.007,0.127,-0.125,-1.774,-0.182,-1.156,0,0
5.12,0,-0.045,0.066,-0.118,-0.026,0.098,-0.122,-1.777,-0.174,-1.172,0,0
5.22,0,-0.038,0.023,-0.102,-0.036,0.061,-0.105,-1.78,-0.166,-1.186,0,0
5.31,0,-0.061,-0.063,-0.085,-0.051,0.004,-0.099,-1.782,-0.158,-1.197,0,0
5.41,0,-0.04,-0.085,-0.13,-0.05,-0.046,-0.109,-1.783,-0.152,-1.206,0,0
5.51,0,-0.02,-0.089,-0.092,-0.036,-0.073,-0.106,-1.783,-0.147,-1.213,0,0
5.62,0,0.007,-0.117,-0.082,-0.01,-0.096,-0.097,-1.784,-0.144,-1.219,0,0
5.72,0,-0.043,-0.127,-0.107,-0.02,-0.116,-0.097,-1.784,-0.142,-1.224,0,0
5.82,0,-0.013,-0.105,-0.07,-0.02,-0.114,-0.084,-1.776,-0.128,-1.226,0,0
5.92,0,-0.025,-0.116,-0.096,-0.023,-0.117,-0.092,-1.776,-0.128,-1.229,0,0
6.02,0,0.033,-0.101,-0.073,-0.001,-0.108,-0.082,-1.774,-0.127,-1.232,0,0
6.12,0,-0.001,-0.098,-0.068,0.009,-0.099,-0.08,-1.765,-0.116,-1.233,0,0
6.22,0,0.046,-0.097,-0.079,0.021,-0.099,-0.07,-1.761,-0.114,-1.235,0,0
6.32,0,-0.011,-0.114,-0.075,0.015,-0.101,-0.082,-1.76,-0.112,-1.236,0,0
6.42,0,-0.041,-0.098,-0.052,-0.018,-0.106,-0.067,-1.76,-0.112,-1.237,0,0
6.51,0,-0.031,-0.093,-0.078,-0.025,-0.108,-0.063,-1.758,-0.105,-1.238,0,0
6.62,0,-0.009,-0.106,-0.077,-0.025,-0.098,-0.072,-1.754,-0.095,-1.239,0,0
6.72,0,-0.022,-0.084,-0.046,-0.015,-0.092,-0.065,-1.754,-0.096,-1.241,0,0
6.82,0,-0.002,-0.07,-0.056,-0.012,-0.082,-0.055,-1.753,-0.097,-1.242,0,0
6.92,0,0.018,-0.084,-0.038,0.001,-0.079,-0.05,-1.746,-0.093,-1.243,0,0
7.02,0,-0.011,-0.087,-0.056,0.002,-0.083,-0.049,-1.732,-0.082,-1.242,0,0
7.12,0,-0.003,-0.091,-0.069,-0.008,-0.087,-0.059,-1.729,-0.082,-1.242,0,0
7.22,0,-0.013,-0.097,-0.032,-0.009,-0.096,-0.052,-1.725,-0.077,-1.242,0,0
7.32,0,-0.024,-0.08,-0.025,-0.013,-0.086,-0.036,-1.721,-0.07,-1.242,0,0
7.42,0,-0.013,-0.046,-0.024,-0.019,-0.075,-0.026,-1.721,-0.072,-1.243,0,0
7.52,0,0.003,-0.09,-0.017,-0.014,-0.078,-0.021,-1.72,-0.074,-1.243,0,0
7.62,0,-0.015,-0.082,-0.084,0.002,-0.075,-0.046,-1.718,-0.077,-1.244,0,0
7.72,0,-0.03,-0.039,-0.082,-0.028,-0.055,-0.073,-1.716,-0.078,-1.245,0,0
7.83,0,-0.044,-0.059,-0.079,-0.026,-0.059,-0.074,-1.706,-0.07,-1.244,0,0
7.92,0,-0.043,-0.04,-0.091,-0.037,-0.047,-0.083,-1.699,-0.063,-1.244,0,0
8.02,0,-0.037,-0.043,-0.049,-0.044,-0.048,-0.074,-1.693,-0.057,-1.243,0,0
8.12,0,0.025,-0.022,-0.045,-0.012,-0.033,-0.053,-1.692,-0.055,-1.243,0,0
8.22,0,0.034,-0.09,-0.077,0.021,-0.055,-0.058,-1.686,-0.051,-1.242,0,0
8.32,0,-0.011,-0.084,-0.089,0.008,-0.071,-0.077,-1.685,-0.048,-1.24,0,0
8.42,0,-0.018,-0.132,-0.056,-0.005,-0.097,-0.075,-1.68,-0.034,-1.237,0,0
8.53,0,-0.068,-0.09,-0.06,-0.04,-0.107,-0.062,-1.67,-0.022,-1.234,0,0
8.63,0,0.014,-0.03,-0.048,-0.025,-0.069,-0.058,-1.661,-0.015,-1.232,0,0
8.72,0,0.016,-0.025,-0.032,0,-0.049,-0.046,-1.65,-0.01,-1.23,0,0
8.83,0,0.01,-0.023,-0.098,0.009,-0.023,-0.06,-1.641,-0.011,-1.227,0,0
8.92,0,0.041,-0.046,-0.102,0.026,-0.043,-0.093,-1.64,-0.009,-1.225,0,0
9.02,0,-0.011,-0.079,-0.054,0.011,-0.052,-0.078,-1.634,-0.005,-1.222,0,0
9.12,0,-0.005,-0.055,-0.07,0,-0.055,-0.07,-1.625,-0.002,-1.219,0,0
9.22,0,-0.016,-0.034,-0.052,-0.005,-0.054,-0.059,-1.619,0.005,-1.217,0,0
9.32,0,-0.022,-0.026,-0.09,-0.012,-0.032,-0.068,-1.618,0.004,-1.216,0,0
9.42,0,-0.048,-0.007,-0.084,-0.032,-0.027,-0.085,-1.615,0.004,-1.214,0,0
9.52,0,-0.011,-0.009,-0.019,-0.027,-0.012,-0.055,-1.612,0.006,-1.211,0,0
9.62,0,-0.012,-0.015,-0.061,-0.013,-0.009,-0.046,-1.607,0.007,-1.209,0,0
9.73,0,-0.011,-0.03,-0.05,-0.016,-0.022,-0.055,-1.595,0.01,-1.207,0,0
9.83,0,-0.015,-0.036,-0.058,-0.017,-0.027,-0.058,-1.59,0.016,-1.205,0,0
9.93,0,0.004,-0.006,-0.045,-0.008,-0.026,-0.05,-1.586,0.018,-1.203,0,0
10.03,0,0.03,-0.002,-0.035,0.01,-0.009,-0.041,-1.581,0.017,-1.202,0,0
10.13,0,0.023,0.034,-0.03,0.018,0.009,-0.036,-1.577,0.013,-1.202,0,0
10.23,0,0.006,0.043,-0.017,0.02,0.027,-0.026,-1.575,0.009,-1.202,0,0
10.33,0,0.024,0.039,0.016,0.016,0.041,-0.009,-1.575,0.004,-1.204,0,0
10.43,0,0.004,0.057,0.01,0.014,0.045,0.007,-1.576,-0.002,-1.205,0,0
10.53,0,-0.024,0.016,-0.019,-0.001,0.034,0,-1.575,-0.003,-1.207,0,0
10.63,0,-0.023,0.018,-0.001,-0.018,0.026,-0.006,-1.579,-0.003,-1.207,0,0
10.73,0,-0.012,0.007,0.006,-0.021,0.015,-0.005,-1.582,-0.003,-1.208,0,0
10.83,0,0.03,0.03,0.013,0.003,0.022,0.003,-1.583,-0.004,-1.209,0,0
10.94,0,-0.003,0.031,0.002,0.006,0.02,0.01,-1.584,-0.002,-1.21,0,0
11.04,0,0.093,-0.003,0.006,0.038,0.019,0.003,-1.583,0,-1.212,0,0
11.13,0,-0.043,-0.006,0.015,0.024,0.003,0.012,-1.582,0.001,-1.212,0,0
11.23,0,-0.039,0.01,-0.002,-0.013,0.002,0.007,-1.582,0.003,-1.212,0,0
11.33,0,0.011,-0.019,0.021,-0.011,-0.003,0.011,-1.585,0.002,-1.213,0,0
11.43,0,-0.003,0.012,0.033,-0.009,0.001,0.02,-1.585,-0.001,-1.214,0,0
11.53,0,0.015,0.008,-0.02,0.003,0.008,0.006,-1.582,-0.001,-1.214,0,0
11.63,0,0.001,0.007,-0.014,0.003,0.008,-0.008,-1.582,0.002,-1.215,0,0
11.73,0,0.001,0.001,0.012,0.004,0.002,0.001,-1.584,0.003,-1.214,0,0
11.83,0,0.007,-0.027,0.016,0.003,-0.011,0.005,-1.585,0.003,-1.213,0,0
11.93,0,0.033,-0.009,0.024,0.019,-0.015,0.019,-1.585,0.003,-1.213,0,0
12.04,0,0.016,0.001,-0.015,0.021,-0.003,0.006,-1.581,0.003,-1.213,0,0
12.14,0,-0.039,-0.004,0.009,-0.003,0.002,0.001,-1.58,0.005,-1.213,0,0
12.24,0,-0.023,-0.027,0.002,-0.017,-0.012,0.001,-1.584,0.01,-1.212,0,0
12.34,0,-0.046,-0.041,0.008,-0.032,-0.025,0.011,-1.587,0.014,-1.211,0,0
12.43,0,-0.009,-0.018,-0.003,-0.034,-0.036,-0.001,-1.588,0.014,-1.211,0,0
12.53,0,0.01,-0.019,-0.001,-0.005,-0.02,0.001,-1.588,0.012,-1.212,0,0
12.64,0,0.02,0.078,-0.011,0.008,0.021,0,-1.586,0.007,-1.212,0,0
12.74,0,0.017,-0.011,-0.031,0.017,0.014,-0.019,-1.586,0.005,-1.212,0,0
12.84,0,-0.025,0.01,-0.023,0,0.015,-0.026,-1.585,0.003,-1.212,0,0
12.94,0,0.002,0.002,-0.003,-0.003,0.005,-0.014,-1.587,0.004,-1.212,0,0
13.04,0,0.011,0.002,-0.012,0,0.008,-0.008,-1.586,0.004,-1.211,0,0
13.14,0,-0.038,-0.023,-0.023,-0.011,-0.015,-0.016,-1.582,0.005,-1.211,0,0
13.24,0,0.012,0.026,0.022,-0.01,0.012,-0.003,-1.58,0.004,-1.211,0,0
13.34,0,-0.021,-0.035,0.009,-0.004,-0.011,0.008,-1.581,0.004,-1.211,0,0
13.44,0,-0.014,-0.011,-0.011,-0.02,-0.013,-0.001,-1.58,0.003,-1.211,0,0
13.54,0,-0.024,-0.012,-0.022,-0.016,-0.018,-0.011,-1.581,0.004,-1.212,0,0
13.64,0,-0.019,0.031,0.001,-0.022,0.006,-0.01,-1.583,0.003,-1.212,0,0
13.74,0,-0.022,-0.016,0.011,-0.02,-0.001,0.005,-1.584,0.002,-1.212,0,0
13.84,0,0.04,0.043,0.014,0.001,0.02,0.01,-1.582,0.003,-1.212,0,0
13.94,0,0.06,0.015,0.012,0.036,0.015,0.01,-1.579,0.005,-1.212,0,0
14.04,0,0.051,0.015,-0.009,0.052,0.022,0.007,-1.576,0.006,-1.213,0,0
14.14,0,-0.001,-0.005,-0.016,0.027,0.001,-0.01,-1.573,0.004,-1.213,0,0
14.24,0,-0.06,0.009,-0.013,-0.01,0.015,-0.017,-1.577,0.004,-1.214,0,0
14.34,0,-0.139,0.022,-0.026,-0.068,0.008,-0.009,-1.579,0.004,-1.214,0,0
14.44,0,-0.033,0.016,0.006,-0.072,0.021,-0.009,-1.584,0.003,-1.216,0,0
14.54,0,0.025,0.025,0.01,-0.042,0.02,-0.006,-1.59,0.004,-1.215,0,0
14.64,0,0.093,0.015,0.035,0.04,0.013,0.016,-1.59,0.003,-1.216,0,0
14.74,0,0.083,0.002,-0.004,0.062,0.011,0.02,-1.585,0.003,-1.216,0,0
14.85,0,0.03,0.019,-0.029,0.062,0.013,-0.009,-1.582,0.004,-1.217,0,0
14.94,0,-0.033,0.011,-0.008,0.018,0.016,-0.017,-1.584,0.001,-1.217,0,0
15.04,0,-0.109,-0.002,0.012,-0.051,0.006,0.001,-1.586,0,-1.216,0,0
15.14,0,-0.049,0.011,0.016,-0.062,0.008,0.007,-1.59,0.006,-1.216,0,0
15.24,0,-0.017,-0.014,0.016,-0.049,-0.005,0.014,-1.593,0.008,-1.216,0,0
15.34,0,0.022,-0.001,0.019,-0.01,-0.004,0.016,-1.594,0.009,-1.216,0,0
15.44,0,0.034,0.001,-0.015,0.018,-0.003,0.004,-1.593,0.007,-1.217,0,0
15.54,0,0.007,0.017,0.004,0.021,0.007,-0.001,-1.594,0.006,-1.217,0,0
15.64,0,-0.017,0.031,0.002,-0.001,0.021,0.001,-1.593,0.003,-1.218,0,0
15.74,0,0.036,0.021,0.026,0.01,0.023,0.013,-1.594,0.003,-1.218,0,0
15.85,0,0.002,0.01,0.016,0.014,0.017,0.02,-1.595,0.004,-1.218,0,0
15.94,0,0,0.005,0.011,0.002,0.009,0.01,-1.594,0.004,-1.218,0,0
16.04,0,-0.009,-0.022,0.025,0.005,-0.003,0.019,-1.597,0.003,-1.219,0,0
16.15,0,-0.023,0.009,0.012,-0.02,-0.006,0.018,-1.599,0.002,-1.22,0,0
16.25,0,0.025,-0.024,0.069,0.005,-0.007,0.039,-1.606,0.003,-1.22,0,0
16.35,0,0.043,0.015,0.032,0.017,0.002,0.048,-1.606,-0.002,-1.22,0,0
16.45,0,0.051,0.016,-0.017,0.047,0.012,0.011,-1.603,-0.001,-1.222,0,0
16.55,0,0.02,0.027,0.011,0.031,0.013,0.002,-1.603,0,-1.222,0,0
16.65,0,0.038,0.033,0.043,0.033,0.027,0.021,-1.603,0.002,-1.223,0,0
16.75,0,-0.046,0.004,-0.035,0.003,0.018,0.008,-1.598,0.004,-1.224,0,0
16.85,0,-0.084,0.022,-0.054,-0.039,0.018,-0.033,-1.596,0.005,-1.225,0,0
16.95,0,-0.105,0.007,0.038,-0.082,0.011,-0.009,-1.603,0.008,-1.226,0,0
17.06,0,-0.03,0.014,0.015,-0.069,0.013,0.015,-1.605,0.008,-1.227,0,0
17.15,0,0.032,0.001,-0.026,-0.015,0.01,0.001,-1.603,0.009,-1.228,0,0
17.26,0,0.007,0.013,-0.043,0.005,0.007,-0.023,-1.599,0.008,-1.229,0,0
17.35,0,-0.01,0.017,-0.023,0.003,0.012,-0.031,-1.595,0.004,-1.23,0,0
17.46,0,-0.034,0.01,-0.006,-0.021,0.015,-0.017,-1.595,0.001,-1.231,0,0
17.56,0,-0.03,0,-0.016,-0.025,0.005,-0.016,-1.594,-0.002,-1.231,0,0
17.66,0,-0.028,0.006,-0.017,-0.027,0.007,-0.015,-1.593,-0.004,-1.231,0,0
17.76,0,-0.017,0.002,-0.019,-0.025,0.003,-0.016,-1.592,-0.004,-1.231,0,0
17.86,0,-0.004,-0.015,-0.024,-0.014,-0.005,-0.018,-1.591,-0.001,-1.232,0,0
17.95,0,-0.012,-0.003,-0.017,-0.011,-0.003,-0.022,-1.588,0,-1.232,0,0
18.05,0,-0.026,-0.023,-0.046,-0.018,-0.015,-0.03,-1.586,0.001,-1.232,0,0
18.16,0,0.002,-0.009,-0.029,-0.011,-0.016,-0.032,-1.583,0.001,-1.232,0,0
18.26,0,-0.006,-0.007,-0.029,-0.002,-0.006,-0.031,-1.58,0.001,-1.233,0,0
18.36,0,-0.027,0.016,-0.035,-0.022,-0.001,-0.034,-1.577,-0.001,-1.232,0,0
18.45,0,0.004,-0.029,-0.015,-0.004,-0.005,-0.027,-1.574,0,-1.232,0,0
18.55,0,0.01,0.003,-0.045,0,-0.003,-0.034,-1.572,0.002,-1.232,0,0
18.66,0,-0.015,0.006,-0.003,0.004,-0.008,-0.019,-1.569,0.006,-1.232,0,0
18.76,0,0.002,-0.064,-0.017,-0.01,-0.026,-0.014,-1.571,0.005,-1.231,0,0
18.86,0,-0.022,-0.014,-0.022,-0.011,-0.029,-0.019,-1.572,0.003,-1.231,0,0
18.96,0,-0.018,0.005,-0.045,-0.016,-0.012,-0.033,-1.571,0,-1.231,0,0
19.06,0,-0.018,0.03,-0.025,-0.018,0.011,-0.03,-1.568,-0.003,-1.23,0,0
19.16,0,-0.012,0.028,-0.023,-0.015,0.026,-0.021,-1.566,-0.002,-1.23,0,0
19.26,0,0.033,0.013,-0.019,-0.003,0.018,-0.028,-1.565,-0.001,-1.229,0,0
19.36,0,0.023,-0.028,-0.014,0.024,-0.003,-0.017,-1.562,0,-1.229,0,0
19.47,0,0.022,-0.033,-0.05,0.025,-0.017,-0.028,-1.556,0.001,-1.229,0,0
19.56,0,0.001,-0.022,-0.032,0.014,-0.028,-0.035,-1.554,0.003,-1.23,0,0
19.66,0,0.005,0.001,-0.026,0.006,-0.011,-0.032,-1.552,0.001,-1.23,0,0
19.76,0,-0.024,-0.002,-0.033,-0.015,-0.008,-0.033,-1.552,0,-1.23,0,0
19.86,0,-0.04,0.02,-0.039,-0.022,0.009,-0.03,-1.549,-0.003,-1.23,0,0
19.96,0,0.018,0.034,-0.017,-0.007,0.019,-0.031,-1.545,-0.004,-1.23,0,0
20.07,0,-0.016,0.025,-0.007,-0.005,0.027,-0.015,-1.541,-0.003,-1.23,0,0
20.16,0,-0.017,-0.002,-0.012,-0.015,0.011,-0.016,-1.541,-0.001,-1.23,0,0
20.26,0,0.005,0.003,0.021,-0.005,0.008,0.003,-1.542,0,-1.23,0,0
20.36,0,-0.026,-0.015,0.016,-0.011,-0.005,0.015,-1.545,0.001,-1.23,0,0
20.46,0,0.015,-0.034,0.027,-0.005,-0.021,0.02,-1.546,0.001,-1.229,0,0
20.56,0,0.003,-0.018,-0.009,0.003,-0.021,0.008,-1.547,-0.001,-1.229,0,0
20.67,0,-0.021,-0.021,0.012,-0.001,-0.017,0.004,-1.548,-0.002,-1.229,0,0
20.76,0,-0.016,-0.014,0.037,-0.014,-0.02,0.019,-1.552,-0.003,-1.228,0,0
20.86,0,-0.035,0,0.058,-0.026,-0.01,0.038,-1.558,-0.003,-1.228,0,0
20.96,0,-0.009,-0.006,0.07,-0.018,-0.005,0.056,-1.566,-0.004,-1.227,0,0
21.06,0,0.008,0.005,0.074,-0.007,-0.004,0.071,-1.572,-0.003,-1.225,0,0
21.16,0,0,-0.008,0.055,0,0.001,0.061,-1.576,-0.002,-1.224,0,0
21.26,0,0.013,0.011,0.062,0.005,0.001,0.061,-1.581,0.001,-1.223,0,0
21.37,0,-0.027,-0.035,0.086,-0.005,-0.014,0.072,-1.587,0.005,-1.222,0,0
21.46,0,-0.034,-0.027,0.06,-0.023,-0.028,0.064,-1.592,0.007,-1.221,0,0
21.56,0,0.016,-0.027,0.076,-0.012,-0.029,0.068,-1.6,0.007,-1.22,0,0
21.66,0,0.074,-0.012,0.063,0.034,-0.018,0.072,-1.603,0.005,-1.22,0,0
21.76,0,-0.067,-0.023,0.05,0,-0.021,0.065,-1.603,0.003,-1.219,0,0
21.88,0,-0.031,0.018,0.067,-0.028,0.002,0.06,-1.606,0.001,-1.218,0,0
21.96,0,-0.024,0.014,0.081,-0.028,0.01,0.072,-1.609,0.001,-1.217,0,0
22.06,0,0.011,0.005,0.06,-0.012,0.004,0.069,-1.61,0,-1.217,0,0
22.16,0,0.056,0.016,0.088,0.023,0.011,0.072,-1.615,0.003,-1.216,0,0
22.26,0,0.034,0.017,0.119,0.033,0.017,0.093,-1.625,0.006,-1.214,0,0
22.37,0,-0.004,-0.014,0.117,0.021,0.004,0.111,-1.632,0.009,-1.212,0,0
22.48,0,-0.009,-0.039,0.129,0.002,-0.02,0.116,-1.646,0.015,-1.211,0,0
22.58,0,-0.031,-0.006,0.136,-0.009,-0.014,0.134,-1.66,0.016,-1.209,0,0
22.67,0,-0.037,0.009,0.095,-0.036,-0.01,0.113,-1.67,0.018,-1.207,0,0
22.77,0,-0.016,-0.061,0.087,-0.019,-0.02,0.1,-1.681,0.023,-1.204,0,0
22.87,0,-0.053,-0.01,0.079,-0.033,-0.022,0.09,-1.686,0.026,-1.202,0,0
22.97,0,-0.06,-0.048,0.088,-0.055,-0.044,0.084,-1.689,0.026,-1.199,0,0
23.08,0,-0.043,-0.022,0.086,-0.049,-0.026,0.088,-1.691,0.027,-1.197,0,0
23.17,0,0.029,-0.009,0.078,-0.016,-0.021,0.084,-1.696,0.027,-1.196,0,0
23.27,0,0.018,0.005,0.056,0.01,-0.007,0.072,-1.702,0.024,-1.195,0,0
23.37,0,-0.034,-0.003,0.064,-0.011,-0.001,0.063,-1.708,0.022,-1.195,0,0
23.47,0,-0.025,0.034,0.062,-0.018,0.013,0.064,-1.716,0.016,-1.195,0,0
23.57,1,-0.028,0.022,0.054,-0.022,0.02,0.063,-1.721,0.015,-1.194,0,0
23.68,1,-0.026,0.035,0.012,-0.024,0.029,0.04,-1.724,0.016,-1.193,0,0
23.77,1,-0.029,0.012,0.016,-0.028,0.025,0.02,-1.727,0.015,-1.192,0,0
23.87,1,-0.005,0.014,0.041,-0.019,0.018,0.032,-1.73,0.016,-1.192,0,0
23.97,1,0.011,-0.026,0.025,-0.002,-0.004,0.03,-1.731,0.018,-1.191,0,0
24.07,1,-0.006,-0.037,0.005,-0.002,-0.02,0.019,-1.731,0.019,-1.189,0,0
24.18,1,-0.011,-0.049,0.009,-0.002,-0.037,0.009,-1.731,0.021,-1.187,0,0
24.27,1,-0.048,-0.044,0.019,-0.028,-0.041,0.012,-1.733,0.022,-1.185,0,0
24.37,1,-0.072,-0.034,0.037,-0.047,-0.039,0.025,-1.737,0.025,-1.183,0,0
24.47,1,-0.048,-0.023,0.006,-0.058,-0.035,0.021,-1.739,0.025,-1.18,0,0
24.57,1,-0.025,-0.078,0.009,-0.036,-0.048,0.013,-1.739,0.024,-1.178,0,0
24.67,1,0.01,-0.056,0.013,-0.017,-0.058,0.015,-1.737,0.024,-1.175,0,0
24.77,1,-0.026,-0.045,-0.008,-0.017,-0.057,0.002,-1.735,0.026,-1.173,0,0
24.87,1,-0.011,-0.037,0.009,-0.019,-0.04,-0.002,-1.735,0.023,-1.171,0,0
24.98,1,-0.038,0.006,-0.002,-0.021,-0.019,0.006,-1.736,0.021,-1.17,0,0
25.07,1,-0.018,-0.001,-0.008,-0.022,-0.003,-0.006,-1.734,0.02,-1.168,0,0
25.17,1,0.052,0.006,0.009,0.004,-0.002,0.007,-1.732,0.019,-1.167,0,0
25.27,1,0.039,0.025,-0.015,0.033,0.006,-0.005,-1.731,0.018,-1.167,0,0
25.38,1,-0.046,0.018,-0.07,0.001,0.016,-0.034,-1.726,0.018,-1.167,0,0
25.48,1,-0.005,0.012,-0.119,-0.015,0.017,-0.073,-1.716,0.019,-1.167,0,0
25.57,1,-0.029,0.014,-0.187,-0.015,0.015,-0.131,-1.705,0.019,-1.167,0,0
25.68,1,-0.081,0.015,-0.173,-0.043,0.014,-0.165,-1.693,0.017,-1.166,0,0
25.78,1,-0.024,-0.002,-0.15,-0.055,0.008,-0.165,-1.683,0.015,-1.166,0,0
25.88,1,0.034,-0.001,-0.12,0.001,0.003,-0.135,-1.672,0.013,-1.166,0,0
25.99,1,-0.023,0.012,-0.135,-0.001,0.008,-0.132,-1.659,0.009,-1.166,0,0
26.08,1,-0.056,0.034,-0.104,-0.039,0.022,-0.129,-1.648,0.003,-1.167,0,0
26.19,1,-0.047,-0.022,-0.085,-0.041,0.003,-0.096,-1.644,0.002,-1.167,0,0
26.28,1,-0.018,0.003,-0.102,-0.03,-0.005,-0.101,-1.643,0,-1.168,0,0
26.38,1,0.085,0.047,-0.096,0.016,0.015,-0.098,-1.642,-0.003,-1.171,0,0
26.48,1,-0.009,0.078,-0.119,0.026,0.049,-0.104,-1.643,-0.006,-1.173,0,0
26.58,1,-0.017,0.043,-0.143,-0.001,0.058,-0.124,-1.64,-0.005,-1.174,0,0
26.68,1,-0.037,0,-0.147,-0.018,0.029,-0.142,-1.624,-0.005,-1.173,0,0
